location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Finland,2/8/21,47969,353,355.286,688,0,1.571,8657.542,63.71,64.123,124.172,0,0.284,1.09,16,2.888,125,22.56,,,,,14031,3004445,542.248,2.532,16765,3.026,0.021,47.2,tests performed,220636,170641,49995,520,8125,3.98,3.08,0.9,1466,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/9/21,48407,438,374.714,703,15,2.714,8736.593,79.051,67.629,126.879,2.707,0.49,1.09,15,2.707,129,23.282,,,,,21939,3026384,546.208,3.96,17089,3.084,0.022,45.6,tests performed,227427,173558,53869,6791,9065,4.1,3.13,0.97,1636,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/10/21,48807,400,394,703,0,2.571,8808.786,72.193,71.11,126.879,0,0.464,1.09,16,2.888,118,21.297,,,,,20731,3047115,549.949,3.742,16787,3.03,0.023,42.6,tests performed,233775,178005,55770,6348,8629,4.22,3.21,1.01,1557,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/11/21,49165,358,381.714,708,5,2.857,8873.399,64.613,68.893,127.781,0.902,0.516,1.09,16,2.888,112,20.214,,,,,18768,3065883,553.337,3.387,16690,3.012,0.023,43.7,tests performed,247536,187384,60152,13761,7660,4.47,3.38,1.09,1382,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/12/21,49572,407,382.571,710,2,3.143,8946.855,73.456,69.047,128.142,0.361,0.567,1.09,18,3.249,109,19.673,,,,,18501,3084384,556.676,3.339,16758,3.025,0.023,43.8,tests performed,261342,197540,63802,13806,7720,4.72,3.57,1.15,1393,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/13/21,50007,435,392.143,710,0,3.143,9025.365,78.51,70.775,128.142,0,0.567,1.1,,,,,,,,,12932,3097316,559.01,2.334,16577,2.992,0.024,42.3,tests performed,273115,206283,66832,11773,7896,4.93,3.72,1.21,1425,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/14/21,50319,312,386.143,710,0,3.143,9081.675,56.31,69.692,128.142,0,0.567,1.11,,,,,,,,,9916,3107232,560.8,1.79,16688,3.012,0.023,43.2,tests performed,276469,209510,66959,3354,8050,4.99,3.78,1.21,1453,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/15/21,50662,343,384.714,716,6,4,9143.58,61.905,69.434,129.225,1.083,0.722,1.11,21,3.79,129,23.282,,,,,15195,3122427,563.542,2.742,16855,3.042,0.023,43.8,tests performed,277186,210194,66992,717,8079,5,3.79,1.21,1458,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/16/21,51047,385,377.143,720,4,2.429,9213.066,69.486,68.068,129.947,0.722,0.438,1.12,27,4.873,122,22.019,,,,,21948,3144375,567.503,3.961,16856,3.042,0.022,44.7,tests performed,283926,216463,67463,6740,8071,5.12,3.91,1.22,1457,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/17/21,51595,548,398.286,723,3,2.857,9311.97,98.904,71.883,130.489,0.541,0.516,1.13,30,5.414,132,23.824,,,,,20831,3165206,571.263,3.76,16870,3.045,0.024,42.4,tests performed,298189,229558,68631,14263,9202,5.38,4.14,1.24,1661,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/18/21,52209,614,434.857,725,2,2.429,9422.786,110.816,78.484,130.849,0.361,0.438,1.13,27,4.873,137,24.726,,,,,21616,3186822,575.164,3.901,17277,3.118,0.025,39.7,tests performed,314100,243973,70127,15911,9509,5.67,4.4,1.27,1716,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/19/21,52653,444,440.143,725,0,2.143,9502.92,80.134,79.438,130.849,0,0.387,1.13,24,4.332,141,25.448,,,,,19672,3206494,578.715,3.55,17444,3.148,0.025,39.6,tests performed,333631,262145,71486,19531,10327,6.02,4.73,1.29,1864,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/20/21,53285,632,468.286,726,1,2.286,9616.985,114.065,84.517,131.03,0.18,0.413,1.14,,,,,,,,,16123,3222617,581.624,2.91,17900,3.231,0.026,38.2,tests performed,349139,276280,72859,15508,10861,6.3,4.99,1.31,1960,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/21/21,53742,457,489,726,0,2.286,9699.465,82.48,88.256,131.03,0,0.413,1.13,,,,,,,,,11944,3234561,583.78,2.156,18190,3.283,0.027,37.2,tests performed,,,,,11392,,,,2056,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/22/21,54132,390,495.714,733,7,2.429,9769.853,70.388,89.468,132.293,1.263,0.438,1.13,30,5.414,170,30.682,,,,,21503,3256064,587.661,3.881,19091,3.446,0.026,38.5,tests performed,,,,,12301,,,,2220,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/23/21,54532,400,497.857,734,1,2,9842.046,72.193,89.854,132.474,0.18,0.361,1.13,34,6.136,186,33.57,,,,,23014,3279078,591.815,4.154,19243,3.473,0.026,38.7,tests performed,,,,,12348,,,,2229,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/24/21,55122,590,503.857,737,3,2,9948.53,106.484,90.937,133.015,0.541,0.361,1.13,35,6.317,193,34.833,,,,,21893,3300971,595.766,3.951,19395,3.5,0.026,38.5,tests performed,377441,302342,75099,,11322,6.81,5.46,1.36,2043,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/25/21,55687,565,496.857,740,3,2.143,10050.502,101.972,89.674,133.557,0.541,0.387,1.13,36,6.497,194,35.014,,,,,22370,3323341,599.803,4.037,19503,3.52,0.025,39.3,tests performed,396861,319559,77302,19420,11823,7.16,5.77,1.4,2134,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/26/21,56407,720,536.286,742,2,2.429,10180.45,129.947,96.79,133.918,0.361,0.438,1.14,38,6.858,210,37.901,,,,,22189,3345530,603.808,4.005,19862,3.585,0.027,37,tests performed,426806,347082,79724,29945,13311,7.7,6.26,1.44,2402,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/27/21,57052,645,538.143,742,0,2.286,10296.86,116.411,97.125,133.918,0,0.413,1.14,,,,,,,,,17755,3363285,607.012,3.204,20095,3.627,0.027,37.3,tests performed,442671,361744,80927,15865,13362,7.99,6.53,1.46,2412,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/28/21,57672,620,561.429,742,0,2.286,10408.759,111.899,101.328,133.918,0,0.413,1.13,,,,,,,,,9902,3373187,608.8,1.787,19804,3.574,0.028,35.3,tests performed,451999,370874,81125,9328,13684,8.16,6.69,1.46,2470,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/1/21,58064,392,561.714,750,8,2.429,10479.508,70.749,101.379,135.362,1.444,0.438,1.13,39,7.039,239,43.135,,,,,18072,3391259,612.061,3.262,19314,3.486,0.029,34.4,tests performed,466538,384476,82062,14539,14750,8.42,6.94,1.48,2662,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/2/21,58645,581,587.571,755,5,3,10584.368,104.86,106.046,136.264,0.902,0.541,1.12,39,7.039,247,44.579,,,,,26167,3417426,616.784,4.723,19764,3.567,0.03,33.6,tests performed,,,,,15245,,,,2751,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/3/21,59442,797,617.143,759,4,3.143,10728.212,143.844,111.383,136.986,0.722,0.567,1.12,37,6.678,258,46.564,,,,,23506,3440932,621.026,4.242,19994,3.609,0.031,32.4,tests performed,487619,404436,83183,,15740,8.8,7.3,1.5,2841,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/4/21,60200,758,644.714,764,5,3.429,10865.018,136.805,116.359,137.888,0.902,0.619,1.11,39,7.039,245,44.218,,,,,23299,3464231,625.231,4.205,20127,3.633,0.032,31.2,tests performed,509187,425545,83642,21568,16047,9.19,7.68,1.51,2896,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/5/21,60904,704,642.429,767,3,3.571,10992.077,127.059,115.947,138.43,0.541,0.645,1.1,38,6.858,239,43.135,,,,,22790,3487021,629.345,4.113,20213,3.648,0.032,31.5,tests performed,532902,448680,84222,23715,15157,9.62,8.1,1.52,2736,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/6/21,61552,648,642.857,767,0,3.571,11109.03,116.952,116.024,138.43,0,0.645,1.09,,,,,,,,,19147,3506168,632.8,3.456,20412,3.684,0.031,31.8,tests performed,565456,480647,84809,32554,17541,10.21,8.67,1.53,3166,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/7/21,62063,511,627.286,767,0,3.571,11201.256,92.226,113.214,138.43,0,0.645,1.09,,,,,,,,,13239,3519407,635.19,2.389,20889,3.77,0.03,33.3,tests performed,,,,,16275,,,,2937,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/8/21,62522,459,636.857,774,7,3.429,11284.097,82.841,114.941,139.693,1.263,0.619,1.08,37,6.678,251,45.301,,,,,21405,3540812,639.053,3.863,21365,3.856,0.03,33.5,tests performed,566387,481577,84810,,14264,10.22,8.69,1.53,2574,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/9/21,63110,588,637.857,776,2,3,11390.221,106.123,115.122,140.054,0.361,0.541,1.08,40,7.219,248,44.76,,,,,23439,3564251,643.283,4.23,20975,3.786,0.03,32.9,tests performed,575749,490735,85014,9362,14096,10.39,8.86,1.53,2544,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/10/21,63889,779,635.286,776,0,2.429,11530.816,140.595,114.658,140.054,0,0.438,1.07,43,7.761,256,46.203,,,,,24069,3588320,647.627,4.344,21055,3.8,0.03,33.1,tests performed,600476,515218,85258,24727,16122,10.84,9.3,1.54,2910,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/11/21,64609,720,629.857,776,0,1.714,11660.763,129.947,113.678,140.054,0,0.309,1.07,41,7.4,260,46.925,,,,,24165,3612485,651.989,4.361,21179,3.822,0.03,33.6,tests performed,625039,539618,85421,24563,16550,11.28,9.74,1.54,2987,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/12/21,65315,706,630.143,786,10,2.714,11788.183,127.42,113.729,141.859,1.805,0.49,1.06,47,8.483,264,47.647,,,,,21890,3634375,655.939,3.951,21051,3.799,0.03,33.4,tests performed,651289,565463,85826,26250,16912,11.75,10.21,1.55,3052,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/13/21,66006,691,636.286,786,0,2.714,11912.896,124.713,114.838,141.859,0,0.49,1.06,,,,,,,,,18170,3652545,659.219,3.279,20911,3.774,0.03,32.9,tests performed,674128,587848,86280,22839,15525,12.17,10.61,1.56,2802,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/14/21,66869,863,686.571,786,0,2.714,12068.652,155.756,123.914,141.859,0,0.49,1.06,,,,,,,,,15224,3667769,661.966,2.748,21195,3.825,0.032,30.9,tests performed,682945,596638,86307,8817,16718,12.33,10.77,1.56,3017,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/15/21,67334,465,687.429,800,14,3.714,12152.577,83.924,124.069,144.386,2.527,0.67,1.05,50,9.024,274,49.452,,,,,18025,3685794,665.22,3.253,20712,3.738,0.033,30.1,tests performed,683782,597471,86311,837,16771,12.34,10.78,1.56,3027,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/16/21,67851,517,677.286,801,1,3.571,12245.886,93.309,122.238,144.566,0.18,0.645,1.04,49,8.844,283,51.076,,,,,28826,3714620,670.422,5.203,21481,3.877,0.032,31.7,tests performed,697411,610873,86538,13629,17380,12.59,11.03,1.56,3137,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/17/21,68693,842,686.286,804,3,4,12397.852,151.966,123.862,145.108,0.541,0.722,1.03,56,10.107,278,50.174,,,,,24741,3739361,674.887,4.465,21577,3.894,0.032,31.4,tests performed,723154,636349,86805,25743,17525,13.05,11.48,1.57,3163,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/18/21,69497,804,698.286,805,1,4.143,12542.959,145.108,126.028,145.288,0.18,0.748,1.02,50,9.024,275,49.633,,,,,22861,3762222,679.013,4.126,21391,3.861,0.033,30.6,tests performed,758780,671647,87133,35626,19106,13.69,12.12,1.57,3448,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/19/21,70267,770,707.429,805,0,2.714,12681.93,138.971,127.678,145.288,0,0.49,1.01,55,9.927,271,48.911,,,,,22534,3784756,683.08,4.067,21483,3.877,0.033,30.4,tests performed,788536,701203,87333,29756,19607,14.23,12.66,1.58,3539,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/20/21,71123,856,731,805,0,2.714,12836.423,154.493,131.932,145.288,0,0.49,1,,,,,,,,,16694,3801450,686.093,3.013,21272,3.839,0.034,29.1,tests performed,812039,724524,87515,23503,19702,14.66,13.08,1.58,3556,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/21/21,71643,520,682,805,0,2.714,12930.274,93.851,123.089,145.288,0,0.49,0.99,,,,,,,,,11598,3813048,688.187,2.093,20754,3.746,0.033,30.4,tests performed,819654,732121,87533,7615,19530,14.79,13.21,1.58,3525,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/22/21,72073,430,677,808,3,1.143,13007.881,77.607,122.186,145.829,0.541,0.206,0.98,55,9.927,306,55.227,,,,,18676,3831724,691.557,3.371,20847,3.763,0.032,30.8,tests performed,821334,733798,87536,1680,19650,14.82,13.24,1.58,3546,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/23/21,72713,640,694.571,808,0,1,13123.389,115.508,125.358,145.829,0,0.18,0.97,64,11.551,302,54.506,,,,,26631,3858355,696.364,4.806,20534,3.706,0.034,29.6,tests performed,830412,742812,87600,9078,19000,14.99,13.41,1.58,3429,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/24/21,73516,803,689,809,1,0.714,13268.316,144.927,124.352,146.01,0.18,0.129,0.95,62,11.19,295,53.242,,,,,21971,3880326,700.329,3.965,20138,3.635,0.034,29.2,tests performed,847501,759827,87674,17089,17764,15.3,13.71,1.58,3206,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/25/21,74242,726,677.857,815,6,1.429,13399.346,131.03,122.341,147.093,1.083,0.258,0.94,59,10.648,287,51.798,,,,,22079,3902405,704.314,3.985,20026,3.614,0.034,29.5,tests performed,871543,783740,87803,24042,16109,15.73,14.15,1.58,2907,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/26/21,74754,512,641,817,2,1.714,13491.753,92.407,115.689,147.454,0.361,0.309,0.93,59,10.648,313,56.491,,,,,20478,3922883,708.01,3.696,19732,3.561,0.032,30.8,tests performed,898208,809974,88234,26665,15667,16.21,14.62,1.59,2828,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/27/21,75545,791,631.714,817,0,1.714,13634.515,142.761,114.013,147.454,0,0.309,0.92,,,,,,,,,15617,3938500,710.828,2.819,19579,3.534,0.032,31,tests performed,921123,832602,88521,22915,15583,16.62,15.03,1.6,2812,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/28/21,76003,458,622.857,817,0,1.714,13717.175,82.661,112.415,147.454,0,0.309,0.91,,,,,,,,,10258,3948758,712.68,1.851,19387,3.499,0.032,31.1,tests performed,,,,,15291,,,,2760,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/29/21,76425,422,621.714,822,5,2,13793.339,76.163,112.208,148.356,0.902,0.361,0.9,54,9.746,313,56.491,,,,,18066,3966824,715.94,3.261,19300,3.483,0.032,31,tests performed,932253,843706,88547,,15846,16.83,15.23,1.6,2860,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/30/21,76845,420,590.286,826,4,2.571,13869.141,75.802,106.536,149.078,0.722,0.464,0.88,50,9.024,304,54.867,,,,,23395,3990219,720.163,4.222,18838,3.4,0.031,31.9,tests performed,951354,862639,88715,19101,17277,17.17,15.57,1.6,3118,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,3/31/21,77452,607,562.286,844,18,5,13978.694,109.553,101.482,152.327,3.249,0.902,0.87,50,9.024,295,53.242,,,,,25326,4015545,724.734,4.571,19317,3.486,0.029,34.4,tests performed,981534,892580,88954,30180,19148,17.71,16.11,1.61,3456,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/1/21,78106,654,552,846,2,4.429,14096.729,118.035,99.626,152.688,0.361,0.799,0.87,52,9.385,264,47.647,,,,,20513,4036058,728.436,3.702,19093,3.446,0.029,34.6,tests performed,1020206,930842,89364,38672,21238,18.41,16.8,1.61,3833,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/2/21,78672,566,559.714,846,0,4.143,14198.882,102.153,101.018,152.688,0,0.748,0.85,,,,,,,,,17497,4053555,731.594,3.158,18667,3.369,0.03,33.4,tests performed,1054985,965298,89687,34779,22397,19.04,17.42,1.62,4042,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/3/21,79094,422,507,846,0,4.143,14275.045,76.163,91.504,152.688,0,0.748,0.84,,,,,,,,,9691,4063246,733.343,1.749,17821,3.216,0.028,35.1,tests performed,1061536,971827,89709,6551,20059,19.16,17.54,1.62,3620,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/4/21,79396,302,484.714,846,0,4.143,14329.551,54.506,87.482,152.688,0,0.748,0.84,,,,,,,,,10099,4073345,735.166,1.823,17798,3.212,0.027,36.7,tests performed,1063590,973876,89714,2054,19557,19.2,17.58,1.62,3530,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/5/21,79737,341,473.143,846,0,3.429,14391.095,61.544,85.394,152.688,0,0.619,0.83,,,,,,,,,10326,4083671,737.029,1.864,16692,3.013,0.028,35.3,tests performed,1063870,974153,89717,280,18802,19.2,17.58,1.62,3393,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/6/21,80068,331,460.429,860,14,4.857,14450.835,59.74,83.099,155.215,2.527,0.877,0.82,45,8.122,249,44.94,,,,,20176,4103847,740.671,3.641,16233,2.93,0.028,35.3,tests performed,1065419,975697,89722,1549,16295,19.23,17.61,1.62,2941,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/7/21,80416,348,423.429,862,2,2.571,14513.642,62.808,76.421,155.576,0.361,0.464,0.82,45,8.122,250,45.121,,,,,22477,4126324,744.727,4.057,15826,2.856,0.027,37.4,tests performed,1083567,993227,90340,18148,14576,19.56,17.93,1.63,2631,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/8/21,80842,426,390.857,866,4,2.857,14590.528,76.885,70.543,156.297,0.722,0.516,0.82,42,7.58,235,42.413,,,,,20992,4147316,748.516,3.789,15894,2.869,0.025,40.7,tests performed,1120653,1028848,91805,37086,14350,20.23,18.57,1.66,2590,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/9/21,81261,419,369.857,868,2,3.143,14666.15,75.622,66.753,156.658,0.361,0.567,0.82,41,7.4,224,40.428,,,,,20313,4167629,752.182,3.666,16296,2.941,0.023,44.1,tests performed,1160319,1066860,93459,39666,15048,20.94,19.25,1.69,2716,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/10/21,81707,446,373.286,868,0,3.143,14746.645,80.495,67.371,156.658,0,0.567,0.82,,,,,,,,,16912,4184541,755.234,3.052,17328,3.127,0.022,46.4,tests performed,1186035,1091652,94383,25716,17786,21.41,19.7,1.7,3210,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/11/21,82053,346,379.571,868,0,3.143,14809.092,62.447,68.506,156.658,0,0.567,0.81,,,,,,,,,8513,4193054,756.771,1.536,17101,3.086,0.022,45.1,tests performed,1219580,1124365,95215,33545,22284,22.01,20.29,1.72,4022,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/12/21,82278,225,363,874,6,4,14849.7,40.608,65.515,157.741,1.083,0.722,0.81,42,7.58,185,33.389,,,,,15768,4208822,759.617,2.846,17879,3.227,0.02,49.3,tests performed,1229239,1133993,95246,9659,23624,22.19,20.47,1.72,4264,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/13/21,82564,286,356.571,877,3,2.429,14901.318,51.618,64.355,158.283,0.541,0.438,0.81,38,6.858,182,32.848,,,,,23205,4232027,763.805,4.188,18311,3.305,0.019,51.4,tests performed,1293219,1190340,102879,63980,32543,23.34,21.48,1.86,5873,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/14/21,82964,400,364,881,4,2.714,14973.511,72.193,65.695,159.005,0.722,0.49,0.8,34,6.136,180,32.487,,,,,17670,4249697,766.994,3.189,17625,3.181,0.021,48.4,tests performed,,,,,33342,,,,6018,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/15/21,83253,289,344.429,885,4,2.714,15025.67,52.159,62.163,159.727,0.722,0.49,0.8,37,6.678,161,29.058,,,,,19322,4269019,770.481,3.487,17386,3.138,0.02,50.5,tests performed,1340701,1230792,109909,,31435,24.2,22.21,1.98,5673,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/16/21,83633,380,338.857,887,2,2.714,15094.253,68.583,61.158,160.088,0.361,0.49,0.8,34,6.136,161,29.058,,,,,16864,4285883,773.525,3.044,16893,3.049,0.02,49.9,tests performed,1384090,1267678,116412,43389,31967,24.98,22.88,2.1,5769,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/17/21,83633,0,275.143,887,0,2.714,15094.253,0,49.658,160.088,0,0.49,0.8,,,,,,,,,10614,4296497,775.44,1.916,15994,2.887,0.017,58.1,tests performed,,,,,32333,,,,5836,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,4/18/21,84131,498,296.857,887,0,2.714,15184.133,89.88,53.577,160.088,0,0.49,0.81,,,,,,,,,9996,4306493,777.245,1.804,16206,2.925,0.018,54.6,tests performed,1440648,1318725,121923,,31581,26,23.8,2.2,5700,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
