location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
Finland,11/24/20,22289,353,377.429,384,0,1.857,4022.764,63.71,68.119,69.305,0,0.335,1.21,,,,,,,,,20984,1887778,340.71,3.787,15581,2.812,0.024,41.3,tests performed,,,,,,,,,,42.13,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,11/25/20,22652,363,388.143,388,4,2,4088.279,65.515,70.053,70.027,0.722,0.361,1.2,21,3.79,134,24.185,,,,,23296,1911074,344.915,4.205,16467,2.972,0.024,42.4,tests performed,,,,,,,,,,42.13,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,11/26/20,23148,496,408.857,388,0,2,4177.798,89.519,73.791,70.027,0,0.361,1.19,,,,,,,,,21928,1933002,348.872,3.958,17201,3.104,0.024,42.1,tests performed,,,,,,,,,,42.13,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,11/27/20,23766,618,431.286,393,5,2.571,4289.336,111.538,77.839,70.929,0.902,0.464,1.19,19,3.429,152,27.433,,,,,21658,1954660,352.781,3.909,17760,3.205,0.024,41.2,tests performed,,,,,,,,,,42.13,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,11/28/20,24307,541,441.571,393,0,2.571,4386.977,97.641,79.696,70.929,0,0.464,1.17,,,,,,,,,16298,1970958,355.722,2.941,18224,3.289,0.024,41.3,tests performed,,,,,,,,,,42.13,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,11/29/20,24629,322,427.143,393,0,2.571,4445.092,58.115,77.092,70.929,0,0.464,1.15,,,,,,,,,13935,1984893,358.238,2.515,18970,3.424,0.023,44.4,tests performed,,,,,,,,,,42.13,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,11/30/20,24912,283,425.143,399,6,2.143,4496.168,51.076,76.731,72.012,1.083,0.387,1.14,18,3.249,175,31.584,,,,,14556,1999449,360.865,2.627,18951,3.42,0.022,44.6,tests performed,,,,,,,,,,46.76,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/1/20,25462,550,453.286,399,0,2.143,4595.433,99.265,81.81,72.012,0,0.387,1.13,,,,,,,,,20889,2020338,364.635,3.77,18937,3.418,0.024,41.8,tests performed,,,,,,,,,,46.76,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/2/20,25882,420,461.429,408,9,2.857,4671.236,75.802,83.28,73.637,1.624,0.516,1.11,21,3.79,165,29.78,,,,,23756,2044094,368.922,4.288,19003,3.43,0.024,41.2,tests performed,,,,,,,,,,46.76,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/3/20,26422,540,467.714,408,0,2.857,4768.696,97.46,84.414,73.637,0,0.516,1.09,,,,,,,,,21894,2065988,372.874,3.951,18998,3.429,0.025,40.6,tests performed,,,,,,,,,,48.61,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/4/20,26758,336,427.429,408,0,2.143,4829.338,60.642,77.143,73.637,0,0.387,1.08,21,3.79,141,25.448,,,,,21704,2087692,376.791,3.917,19005,3.43,0.022,44.5,tests performed,,,,,,,,,,48.61,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/5/20,27218,460,415.857,415,7,3.143,4912.36,83.022,75.055,74.9,1.263,0.567,1.07,,,,,,,,,17866,2105558,380.015,3.224,19229,3.47,0.022,46.2,tests performed,,,,,,,,,,48.61,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/6/20,27631,413,428.857,415,0,3.143,4986.899,74.539,77.401,74.9,0,0.567,1.06,,,,,,,,,11462,2117020,382.084,2.069,18875,3.407,0.023,44,tests performed,,,,,,,,,,48.61,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/7/20,27881,250,424.143,424,9,3.571,5032.019,45.121,76.55,76.524,1.624,0.645,1.05,30,5.414,223,40.247,,,,,15644,2132664,384.908,2.823,19031,3.435,0.022,44.9,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/8/20,28242,361,397.143,424,0,3.571,5097.173,65.154,71.677,76.524,0,0.645,1.05,28,5.053,240,43.316,,,,,21190,2153854,388.732,3.824,19074,3.443,0.021,48,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/9/20,28732,490,407.143,433,9,3.571,5185.61,88.436,73.482,78.149,1.624,0.645,1.04,27,4.873,233,42.052,,,,,21645,2175499,392.638,3.907,18772,3.388,0.022,46.1,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/10/20,29572,840,450,442,9,4.857,5337.214,151.605,81.217,79.773,1.624,0.877,1.03,25,4.512,244,44.038,,,,,18679,2194178,396.01,3.371,18313,3.305,0.025,40.7,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/11/20,30073,501,473.571,453,11,6.429,5427.636,90.421,85.471,81.758,1.985,1.16,1.02,26,4.693,240,43.316,,,,,19191,2213369,399.473,3.464,17954,3.24,0.026,37.9,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/12/20,30450,377,461.714,453,0,5.429,5495.678,68.042,83.331,81.758,0,0.98,1,,,,,,,,,13877,2227246,401.978,2.505,17384,3.137,0.027,37.7,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/13/20,30810,360,454.143,453,0,5.429,5560.651,64.974,81.965,81.758,0,0.98,0.98,,,,,,,,,10414,2237660,403.857,1.88,17234,3.11,0.026,37.9,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/14/20,31110,300,461.286,461,8,5.286,5614.796,54.145,83.254,83.202,1.444,0.954,0.96,28,5.053,276,49.813,,,,,15206,2252866,406.602,2.744,17172,3.099,0.027,37.2,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/15/20,31459,349,459.571,466,5,6,5677.784,62.988,82.944,84.105,0.902,1.083,0.95,35,6.317,284,51.257,,,,,22630,2275496,410.686,4.084,17377,3.136,0.026,37.8,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/16/20,31870,411,448.286,472,6,5.571,5751.962,74.178,80.908,85.188,1.083,1.006,0.93,34,6.136,268,48.369,,,,,18572,2294068,414.038,3.352,16938,3.057,0.026,37.8,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/17/20,32228,358,379.429,484,12,6,5816.575,64.613,68.48,87.353,2.166,1.083,0.92,27,4.873,264,47.647,,,,,20440,2314508,417.727,3.689,17190,3.102,0.022,45.3,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/18/20,32582,354,358.429,489,5,5.143,5880.465,63.891,64.69,88.256,0.902,0.928,0.91,30,5.414,263,47.467,,,,,19754,2334262,421.292,3.565,17270,3.117,0.021,48.2,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/19/20,32853,271,343.286,489,0,5.143,5929.376,48.911,61.957,88.256,0,0.928,0.91,,,,,,,,,15100,2349362,424.018,2.725,17445,3.149,0.02,50.8,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/20/20,33162,309,336,489,0,5.143,5985.145,55.769,60.642,88.256,0,0.928,0.9,,,,,,,,,11966,2361328,426.177,2.16,17667,3.189,0.019,52.6,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/21/20,33414,252,329.143,506,17,6.429,6030.626,45.481,59.404,91.324,3.068,1.16,0.9,33,5.956,281,50.715,,,,,15149,2376477,428.911,2.734,17659,3.187,0.019,53.7,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/22/20,33717,303,322.571,511,5,6.429,6085.312,54.686,58.218,92.226,0.902,1.16,0.89,28,5.053,273,49.272,,,,,22266,2398743,432.93,4.019,17607,3.178,0.018,54.6,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/23/20,34084,367,316.286,524,13,7.429,6151.549,66.237,57.084,94.573,2.346,1.341,0.89,26,4.693,258,46.564,,,,,21217,2419960,436.759,3.829,17985,3.246,0.018,56.9,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/24/20,34447,363,317,524,0,5.714,6217.064,65.515,57.213,94.573,0,1.031,0.88,,,,,,,,,11339,2431299,438.806,2.046,16684,3.011,0.019,52.6,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/25/20,34648,201,295.143,524,0,5,6253.341,36.277,53.268,94.573,0,0.902,0.88,,,,,,,,,6857,2438156,440.043,1.238,14842,2.679,0.02,50.3,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/26/20,34821,173,281.143,524,0,5,6284.565,31.223,50.741,94.573,0,0.902,0.88,,,,,,,,,6387,2444543,441.196,1.153,13597,2.454,0.021,48.4,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/27/20,34977,156,259.286,524,0,5,6312.72,28.155,46.796,94.573,0,0.902,0.89,,,,,,,,,7345,2451888,442.522,1.326,12937,2.335,0.02,49.9,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/28/20,35137,160,246.143,546,22,5.714,6341.597,28.877,44.424,98.543,3.971,1.031,0.9,29,5.234,237,42.774,,,,,11621,2463509,444.619,2.097,12433,2.244,0.02,50.5,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/29/20,35420,283,243.286,550,4,5.571,6392.673,51.076,43.909,99.265,0.722,1.006,0.91,30,5.414,221,39.887,,,,,15724,2479233,447.457,2.838,11499,2.075,0.021,47.3,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/30/20,35858,438,253.429,556,6,4.571,6471.724,79.051,45.739,100.348,1.083,0.825,0.92,30,5.414,211,38.082,,,,,14322,2493555,450.042,2.585,10514,1.898,0.024,41.5,tests performed,,,,,,,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,12/31/20,36107,249,237.143,561,5,5.286,6516.664,44.94,42.8,101.25,0.902,0.954,0.92,27,4.873,199,35.916,,,,,11974,2505529,452.203,2.161,10604,1.914,0.022,44.7,tests performed,1767,,,,,0.03,,,,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/1/21,36403,296,250.714,561,0,5.286,6570.087,53.423,45.249,101.25,0,0.954,0.92,,,,,,,,,6829,2512358,453.435,1.233,10600,1.913,0.024,42.3,tests performed,,,,,459,,,,83,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/2/21,36604,201,254.714,561,0,5.286,6606.364,36.277,45.971,101.25,0,0.954,0.93,,,,,,,,,5684,2518042,454.461,1.026,10500,1.895,0.024,41.2,tests performed,,,,,459,,,,83,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/3/21,36772,168,256.429,561,0,5.286,6636.685,30.321,46.281,101.25,0,0.954,0.94,,,,,,,,,6495,2524537,455.634,1.172,10378,1.873,0.025,40.5,tests performed,,,,,459,,,,83,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/4/21,36919,147,254.571,565,4,2.714,6663.216,26.531,45.946,101.972,0.722,0.49,0.95,31,5.595,210,37.901,,,,,10677,2535214,457.561,1.927,10244,1.849,0.025,40.2,tests performed,3604,,,,459,0.07,,,83,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/5/21,37218,299,256.857,576,11,3.714,6717.18,53.964,46.358,103.958,1.985,0.67,0.96,25,4.512,188,33.931,,,,,14981,2550195,460.264,2.704,10137,1.83,0.025,39.5,tests performed,5445,,,1841,736,0.1,,,133,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/6/21,37549,331,241.571,576,0,2.857,6776.92,59.74,43.599,103.958,0,0.516,0.96,,,,,,,,,10861,2561056,462.225,1.96,9643,1.74,0.025,39.9,tests performed,,,,,839,,,,151,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/7/21,37772,223,237.857,584,8,3.286,6817.167,40.247,42.929,105.402,1.444,0.593,0.97,32,5.775,186,33.57,,,,,8975,2570031,463.844,1.62,9215,1.663,0.026,38.7,tests performed,8155,,,,913,0.15,,,165,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/8/21,38068,296,237.857,586,2,3.571,6870.59,53.423,42.929,105.762,0.361,0.645,0.98,29,5.234,176,31.765,,,,,13740,2583771,466.324,2.48,10202,1.841,0.023,42.9,tests performed,11135,,,2980,1273,0.2,,,230,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/9/21,38392,324,255.429,586,0,3.571,6929.066,58.476,46.1,105.762,0,0.645,0.99,,,,,,,,,9370,2593141,468.015,1.691,10728,1.936,0.024,42,tests performed,,,,,1353,,,,244,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/10/21,38590,198,259.714,586,0,3.571,6964.801,35.735,46.874,105.762,0,0.645,1,,,,,,,,,6501,2599642,469.189,1.173,10729,1.936,0.024,41.3,tests performed,,,,,1433,,,,259,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/11/21,38790,200,267.286,597,11,4.571,7000.898,36.096,48.24,107.748,1.985,0.825,1,32,5.775,166,29.96,,,,,9375,2609017,470.881,1.692,10543,1.903,0.025,39.4,tests performed,14196,,,,1513,0.26,,,273,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/12/21,39011,221,256.143,602,5,3.714,7040.784,39.887,46.229,108.65,0.902,0.67,1.01,30,5.414,158,28.516,,,,,14430,2623447,473.485,2.604,10465,1.889,0.024,40.9,tests performed,17617,,,3421,1739,0.32,,,314,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/13/21,39335,324,255.143,602,0,3.714,7099.26,58.476,46.049,108.65,0,0.67,1.01,28,5.053,150,27.072,,,,,12971,2636418,475.826,2.341,10766,1.943,0.024,42.2,tests performed,23126,,,5509,2332,0.42,,,421,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/14/21,39593,258,260.143,616,14,4.571,7145.825,46.564,46.951,111.177,2.527,0.825,1.02,29,5.234,155,27.975,,,,,10759,2647177,477.768,1.942,11021,1.989,0.024,42.4,tests performed,33033,,,9907,3554,0.6,,,641,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/15/21,39911,318,263.286,618,2,4.571,7203.218,57.393,47.518,111.538,0.361,0.825,1.03,28,5.053,145,26.17,,,,,11189,2658366,479.787,2.019,10656,1.923,0.025,40.5,tests performed,43143,,,10110,4573,0.78,,,825,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/16/21,40101,190,244.143,618,0,4.571,7237.51,34.292,44.063,111.538,0,0.825,1.04,,,,,,,,,9327,2667693,481.471,1.683,10650,1.922,0.023,43.6,tests performed,,,,,4971,,,,897,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/17/21,40337,236,249.571,618,0,4.571,7280.103,42.594,45.043,111.538,0,0.825,1.05,,,,,,,,,5160,2672853,482.402,0.931,10459,1.888,0.024,41.9,tests performed,,,,,5369,,,,969,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/18/21,40505,168,245,618,0,3,7310.424,30.321,44.218,111.538,0,0.541,1.06,27,4.873,148,26.711,,,,,9367,2682220,484.092,1.691,10458,1.887,0.023,42.7,tests performed,54568,,,,5767,0.98,,,1041,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/19/21,40722,217,244.429,621,3,2.714,7349.589,39.165,44.115,112.079,0.541,0.49,1.07,24,4.332,141,25.448,,,,,16872,2699092,487.138,3.045,10806,1.95,0.023,44.2,tests performed,55824,,,1256,5458,1.01,,,985,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/20/21,41166,444,261.571,632,11,4.286,7429.723,80.134,47.209,114.065,1.985,0.773,1.09,27,4.873,146,26.35,,,,,15794,2714886,489.988,2.851,11210,2.023,0.023,42.9,tests performed,62061,,,6237,5562,1.12,,,1004,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/21/21,41565,399,281.714,632,0,2.286,7501.735,72.012,50.844,114.065,0,0.413,1.1,26,4.693,148,26.711,,,,,15746,2730632,492.83,2.842,11922,2.152,0.024,42.3,tests performed,78300,,,16239,6467,1.41,,,1167,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/22/21,41915,350,286.286,644,12,3.714,7564.904,63.169,51.669,116.23,2.166,0.67,1.1,24,4.332,136,24.546,,,,,16859,2747491,495.873,3.043,12732,2.298,0.022,44.5,tests performed,91260,,,12960,6874,1.65,,,1241,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/23/21,42334,419,319,644,0,3.714,7640.526,75.622,57.574,116.23,0,0.67,1.11,,,,,,,,,11627,2759118,497.971,2.098,13061,2.357,0.024,40.9,tests performed,,,,,7253,,,,1309,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/24/21,42580,246,320.429,644,0,3.714,7684.925,44.399,57.832,116.23,0,0.67,1.1,,,,,,,,,8716,2767834,499.544,1.573,13569,2.449,0.024,42.3,tests performed,,,,,7633,,,,1378,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/25/21,42772,192,323.857,655,11,5.286,7719.577,34.653,58.45,118.216,1.985,0.954,1.11,21,3.79,131,23.643,,,,,11433,2779267,501.608,2.063,13864,2.502,0.023,42.8,tests performed,110651,106098,4553,,8012,2,1.91,0.08,1446,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/26/21,43120,348,342.571,655,0,4.857,7782.385,62.808,61.828,118.216,0,0.877,1.11,21,3.79,141,25.448,,,,,20079,2799346,505.232,3.624,14322,2.585,0.024,41.8,tests performed,117007,110047,6960,6356,8740,2.11,1.99,0.13,1577,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/27/21,43616,496,350,660,5,4,7871.904,89.519,63.169,119.118,0.902,0.722,1.11,20,3.61,148,26.711,,,,,16664,2816010,508.239,3.008,14446,2.607,0.024,41.3,tests performed,126910,117555,9355,9903,9264,2.29,2.12,0.17,1672,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/28/21,44039,423,353.429,664,4,4.571,7948.248,76.344,63.788,119.84,0.722,0.825,1.11,22,3.971,138,24.907,,,,,16570,2832580,511.23,2.991,14564,2.629,0.024,41.2,tests performed,138323,127783,10540,11413,8575,2.5,2.31,0.19,1548,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/29/21,44402,363,355.286,671,7,3.857,8013.763,65.515,64.123,121.103,1.263,0.696,1.1,20,3.61,126,22.741,,,,,18656,2851236,514.597,3.367,14821,2.675,0.024,41.7,tests performed,151790,137551,14239,13467,8647,2.74,2.48,0.26,1561,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/30/21,44871,469,362.429,671,0,3.857,8098.409,84.646,65.412,121.103,0,0.696,1.1,,,,,,,,,12367,2863603,516.829,2.232,14926,2.694,0.024,41.2,tests performed,162277,144520,17757,10487,9222,2.93,2.61,0.32,1664,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,1/31/21,45238,367,379.714,671,0,3.857,8164.646,66.237,68.532,121.103,0,0.696,1.09,,,,,,,,,10583,2874186,518.739,1.91,15193,2.742,0.025,40,tests performed,,,,,8404,,,,1517,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/1/21,45482,244,387.143,677,6,3.143,8208.683,44.038,69.872,122.186,1.083,0.567,1.08,17,3.068,135,24.365,,,,,12904,2887090,521.068,2.329,15403,2.78,0.025,39.8,tests performed,163760,145557,18203,,7587,2.96,2.63,0.33,1369,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/2/21,45784,302,380.571,684,7,4.143,8263.189,54.506,68.686,123.45,1.263,0.748,1.08,17,3.068,141,25.448,,,,,19672,2906762,524.618,3.55,15345,2.769,0.025,40.3,tests performed,163973,145770,18203,213,6709,2.96,2.63,0.33,1211,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/3/21,46049,265,347.571,685,1,3.571,8311.017,47.828,62.73,123.63,0.18,0.645,1.07,23,4.151,129,23.282,,,,,22844,2929606,528.741,4.123,16228,2.929,0.021,46.7,tests performed,173372,149951,23421,9399,6637,3.13,2.71,0.42,1198,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/4/21,46493,444,350.571,688,3,3.429,8391.151,80.134,63.272,124.172,0.541,0.619,1.08,23,4.151,128,23.102,,,,,19448,2949054,532.251,3.51,16639,3.003,0.021,47.5,tests performed,193917,159624,34293,20545,7942,3.5,2.88,0.62,1433,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/5/21,46894,401,356,688,0,2.429,8463.524,72.373,64.252,124.172,0,0.438,1.08,20,3.61,124,22.38,,,,,18024,2967078,535.504,3.253,16549,2.987,0.022,46.5,tests performed,207303,164636,42667,13386,7930,3.74,2.97,0.77,1431,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/6/21,47262,368,341.571,688,0,2.429,8529.941,66.417,61.648,124.172,0,0.438,1.08,,,,,,,,,14201,2981279,538.067,2.563,16811,3.034,0.02,49.2,tests performed,217844,169194,48650,10541,7938,3.93,3.05,0.88,1433,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
Finland,2/7/21,47616,354,339.714,688,0,2.429,8593.832,63.891,61.312,124.172,0,0.438,1.09,,,,,,,,,9135,2990414,539.716,1.649,16604,2.997,0.02,48.9,tests performed,220116,170335,49781,2272,8157,3.97,3.07,0.9,1472,55.09,5540718,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938
